postid,lang,EventYear,postdate,articleid,Existing,TimeToFirstEdit,Topic,EventLocation,Edits30ByAll,Edits30ByRegistered,UniqueEditors30,UniqueRegEditors30,GiniEditCount,GiniEditSize,EditsSize30,EditsSizeReg,EditsSize30log,Gini_noIP,Gini
1985,ar,2015,12/25/15,2550142,1, ,6,Chinese,0,0,0,0, , ,0,0,0,0.3,0.346153846
1985,zh,2015,12/25/15,4274315,1,1,6,Chinese,22,17,12,8,0.450413223, ,2461,1252,7.80832305,0.433333333,0.166666667
1985,es,2015,12/25/15,6846746,1,22,6,Chinese,1,0,1,0,0, ,0,0,0,0.541666667,0.35
1986,en,2015,12/21/15,42278,1,0,2,Others,88,72,38,27,0.122966914, ,838,324,6.7310181,0.631944444,0.541262136
1986,ar,2015,12/21/15,28100,1,0,2,Others,4,4,3,2,0.245849743, ,114,114,4.736198448,0,0
1986,zh,2015,12/21/15,586101,1,1,2,Others,1,0,1,0,0.703571429, ,0,0,0,0.607231699,0.560214791
1986,es,2015,12/21/15,427623,1,0,2,Others,10,2,7,2,0.359183673, ,2548,0,7.843064017,0.607231699,0.560214791
1987,en,2015,12/21/15,214478,1,0,2,Others,53,53,19,18,0.201651127, ,7837,7837,8.966611387,0.10598161,0.129888028
1987,ar,2015,12/21/15,39024,1,6,2,Others,4,3,3,2,0.629716981, ,0,-11,0,0.321787102,0.319504962
1987,zh,2015,12/21/15,204891,1, ,2,Others,0,0,0,0, , ,0,0,0,0.10598161,0.129888028
1987,es,2015,12/21/15,18654,1,0,2,Others,4,3,3,2,0.3348, ,157,157,5.056245805,0,0
1988,en,2015,12/20/15,48870211,0,0,1,Chinese,118,100,51,40,0.268265824, ,9077,8448,9.113499021,0.467672678,0
1988,zh,2015,12/20/15,5175773,0,0,1,Chinese,121,101,37,29,0.14186993, ,14340,13202,9.570808114,0.541666667,0.166666667
1988,es,2015,12/20/15,7228352,0,3,1,Chinese,17,15,7,5,0.256553868, ,11491,11484,9.349319399,0.574034767,0.35
1990,en,2015,12/19/15,318388,1,0,2,Others,59,46,31,20,0.337895514, ,2606,2264,7.865571758,0.10598161,0.129888028
1990,ar,2015,12/19/15,3008144,0,1,2,Others,14,14,6,5,0.326530612, ,537,537,6.285998095,0.3,0.206060606
1990,zh,2015,12/19/15,153719,1,0,2,Others,3,2,2,1,0.338983051, ,128,34,4.852030264,0.10598161,0.129888028
1990,es,2015,12/19/15,1089376,1,0,2,Others,14,12,7,5,0.37244898, ,261,242,5.564520407,0.158730159,0.158730159
1991,en,2015,12/19/15,22017974,1,0,2,English,108,86,51,37,0.276663237, ,3778,6115,8.236950048,0.467672678,0.515384615
1991,ar,2015,12/19/15,3007289,0,0,2,English,7,7,5,4,0.616326531, ,175,175,5.164785974,0.3,0.206060606
1991,zh,2015,12/19/15,5180565,0,6,2,English,35,34,3,2,0.060973312, ,15388,17674,9.641343264,0.541666667,0.166666667
1991,es,2015,12/19/15,7225769,0,1,2,English,13,13,5,4,0.26106728, ,7231,7231,8.886132618,0.574034767,0.35
1993,en,2015,12/18/15,10662636,1,0,6,English,36,20,24,13,0.508950617, ,1310,561,7.177782416,0.296875,0.515384615
1993,es,2015,12/18/15,8240199,0, ,6,English,0,0,0,0, , ,0,0,0,0,0.35
1994,en,2015,12/15/15,39437972,1,0,6,Others,68,51,42,27,0.417931477, ,2200,2125,7.696212639,0.467672678,0
1994,ar,2015,12/15/15,3006762,0,4,6,Others,10,10,5,4,0.52, ,590,590,6.380122537,0.3,0.206060606
1994,es,2015,12/15/15,5906819,1,1,6,Others,1,1,1,0,0, ,0,0,0,0.541666667,0.35
1995,en,2015,12/15/15,22872933,1,0,2,English,132,88,64,37,0.279164597, ,5340,32442,8.582980932,0.467672678,0.515384615
1995,ar,2015,12/15/15,3284345,0, ,2,English,0,0,0,0, , ,0,0,0,0.3,0.444444444
1995,es,2015,12/15/15,6183153,1, ,2,English,0,0,0,0, , ,0,0,0,0.541666667,0.35
1996,en,2015,12/13/15,730760,1,0,2,US,61,43,33,23,0.328918637, ,11968,11664,9.3899917,0.238636364,0.256410256
1996,ar,2015,12/13/15,3001509,0,2,2,US,4,4,4,3,1.007575758, ,472,472,6.156978986,0.3,0.206060606
1996,zh,2015,12/13/15,756767,1,0,2,US,32,29,5,2,0.1046875, ,2891,2835,7.969357742,0.238636364,0.256410256
1996,es,2015,12/13/15,1621240,1,0,2,US,10,10,3,2,0.265, ,68,68,4.219507705,0.357226792,0.316166761
1997,en,2015,12/12/15,14493286,1,2,3,Arabic,10,9,9,8,0.231711498, ,641,641,6.463029457,0.296875,0.515384615
1997,ar,2015,12/12/15,1305077,1,1,3,Arabic,5,3,5,3,0.074088851, ,59,110,4.077537444,0.461538462,0.461538462
1998,en,2015,12/12/15,34071207,1,1,3,Arabic,63,45,37,26,0.405569635, ,5271,18939,8.569975377,0.467672678,0.768776371
1998,ar,2015,12/12/15,2749993,1,0,3,Arabic,8,8,5,4,0.54375, ,2980,2980,7.999678579,0.3,0.346153846
1998,es,2015,12/12/15,7219072,0,1,3,Arabic,10,5,4,2,0.351587302, ,1539,-720,7.338888134,0.574034767,0.35
1999,en,2015,12/12/15,41793940,1,0,6,Others,260,211,91,55,0.151662722, ,10388,43432,9.248406573,0.467672678,0
1999,ar,2015,12/12/15,2925806,1,0,6,Others,17,10,11,6,0.520514088, ,56,-433,4.025351691,0.3,0.206060606
1999,zh,2015,12/12/15,5153396,1,0,6,Others,7,6,6,5,0.820934826, ,1231,1231,7.115582126,0.541666667,0.166666667
1999,es,2015,12/12/15,6562378,1,0,6,Others,31,20,12,5,0.218646442, ,25856,25586,10.16029796,0.541666667,0.35
2000,en,2015,12/12/15,30242372,1,0,6,Others,177,148,52,32,0.111216775, ,13842,14222,9.535462727,0.467672678,0.515384615
2000,ar,2015,12/12/15,2995130,0,0,6,Others,2,2,2,1,0.12005, ,0,-2,0,0.3,0.206060606
2000,zh,2015,12/12/15,5173416,0,5,6,Others,8,8,1,0,0.28421119, ,483,483,6.180016654,0.541666667,0.166666667
2000,es,2015,12/12/15,7217696,0,0,6,Others,8,8,5,4,0.264457355, ,260,260,5.560681631,0.574034767,0.35
2001,en,2015,12/12/15,38738224,1,0,4,English,263,181,114,67,0.251711027, ,14443,11210,9.577965147,0.467672678,0
2001,ar,2015,12/12/15,3780654,0, ,4,English,0,0,0,0, , ,0,0,0,0.433333333,0.166666667
2001,zh,2015,12/12/15,5759199,0, ,4,English,0,0,0,0, , ,0,0,0,0.541666667,0.166666667
2001,es,2015,12/12/15,6339828,1,1,4,English,52,29,19,5,0.181286139, ,1435,1291,7.268920128,0.541666667,0.35
2002,en,2015,12/12/15,47491860,1,0,4,US,152,79,89,42,0.406682825, ,5284,4639,8.572438666,0.467672678,0
2002,zh,2015,12/12/15,5759468,0, ,4,US,0,0,0,0, , ,0,0,0,0.541666667,0.166666667
2002,es,2015,12/12/15,7217816,0,0,4,US,5,5,2,1,0.201315789, ,1260,1260,7.138867,0.574034767,0.35
2004,en,2015,12/11/15,309668,1,0,1,US,45,41,22,18,0.365925926, ,32280,32639,10.38220312,0.10598161,0.129888028
2004,ar,2015,12/11/15,2162111,1,1,1,US,2,2,1,0,0, ,43,43,3.761200116,0.4,0.346153846
2004,zh,2015,12/11/15,100842,1,0,1,US,1,0,1,0,0, ,0,0,0,0.631944444,0.541262136
2004,es,2015,12/11/15,340687,1,0,1,US,2,2,1,0,0, ,4,4,1.386294361,0.414545455,0.391625616
2005,en,2015,12/11/15,201829,1,0,1,US,26,24,16,14,0.49112426, ,1335,1921,7.196686571,0.10598161,0.129888028
2005,ar,2015,12/11/15,430718,1, ,1,US,0,0,0,0, , ,0,0,0,0.607231699,0.560214791
2005,zh,2015,12/11/15,289025,1,0,1,US,1,0,1,0,0, ,0,0,0,0.10598161,0.129888028
2005,es,2015,12/11/15,245637,1, ,1,US,0,0,0,0, , ,0,0,0,0.10598161,0.129888028
2007,en,2015,12/7/15,1795428,1,0,6,Others,150,127,66,46,0.226294949, ,2514,2223,7.829630389,0,0.346153846
2007,ar,2015,12/7/15,2989532,0,2,6,Others,11,11,6,5,0.409681228, ,0,-484,0,0.3,0.206060606
2007,zh,2015,12/7/15,1421845,1,2,6,Others,26,25,5,4,0.100848126, ,4252,4248,8.355144739,0.482544237,0.461900816
2007,es,2015,12/7/15,644620,1,15,6,Others,5,5,3,2,0.527692308, ,56,56,4.025351691,0.607231699,0.560214791
2008,en,2015,12/6/15,46363739,1,1,3,Spanish,180,147,58,41,0.150802469, ,11953,11710,9.388737572,0.467672678,0
2008,ar,2015,12/6/15,2987826,0,2,3,Spanish,7,7,2,1,0.166666667, ,0,-2496,0,0.3,0.206060606
2008,zh,2015,12/6/15,5107963,1,3,3,Spanish,6,6,5,4,0.778611111, ,229,229,5.433722004,0.541666667,0.166666667
2008,es,2015,12/6/15,6610509,1,0,3,Spanish,200,168,48,38,0.096077778, ,9708,8757,9.180705567,0.541666667,0.35
2009,en,2015,12/6/15,48061875,1,0,3,US,50,44,29,23,0.363269565, ,12424,13964,9.427385365,0.467672678,0
2009,ar,2015,12/6/15,2989538,0,3,3,US,5,5,4,3,0.8, ,159,159,5.068904202,0.3,0.206060606
2009,es,2015,12/6/15,7213463,0,3,3,US,5,5,2,1,0.204, ,194,194,5.267858159,0.574034767,0.35
2011,en,2015,12/4/15,40327069,1,2,2,Chinese,46,44,13,12,0.139017145, ,1128,1128,7.028201432,0.467672678,0
2011,zh,2015,12/4/15,80039,1,2,2,Chinese,23,18,9,5,0.246691871, ,3809,2251,8.245121966,0.631944444,0.541262136
2012,en,2015,12/3/15,367133,1,1,2,US,287,235,145,103,0.300444328, ,12633,12188,9.444067717,0.607231699,0.560214791
2012,ar,2015,12/3/15,2981685,0,1,2,US,4,4,4,3,1.020833333, ,96,96,4.564348191,0.3,0.206060606
2012,es,2015,12/3/15,536364,1,1,2,US,87,39,42,18,0.324976879, ,6187,5583,8.730205596,0.607231699,0.560214791
2014,en,2015,12/2/15,48567377,1,0,1,English,807,666,181,92,0.062276679, ,111550,393599,11.6222282,0.467672678,0
2014,ar,2015,12/2/15,2982557,0,2,1,English,12,11,9,8,0.654761905, ,547,513,6.304448802,0.3,0.206060606
2014,es,2015,12/2/15,7209635,0,3,1,English,42,38,12,8,0.12361227, ,32425,32386,10.38668501,0.574034767,0.35
2015,en,2015,12/2/15,30741795,1,1,6,Arabic,148,144,57,56,0.10154195, ,358,184,5.880532986,0.467672678,0.515384615
2015,ar,2015,12/2/15,1025085,1,5,6,Arabic,10,8,7,5,0.32747114, ,0,-642,0,0.614864865,0.652631579
2015,zh,2015,12/2/15,1555386,1,0,6,Arabic,8,5,6,4,0.078242745, ,346,340,5.846438775,0.482544237,0.461900816
2015,es,2015,12/2/15,4453191,1,0,6,Arabic,14,10,11,8,0.209478085, ,2013,2054,7.607381426,0.511904762,0.166666667
2016,en,2015,12/1/15,44254899,1,0,3,Others,44,41,13,12,0.179752066, ,13571,13641,9.515690442,0.467672678,0
2016,zh,2015,12/1/15,4504023,1,0,3,Others,4,4,2,1,0.255681818, ,178,178,5.18178355,0.511904762,0.166666667
2017,en,2015,12/1/15,44255559,1,4,3,Others,6,4,6,4,1.05787037, ,557,547,6.32256524,0.467672678,0
2017,zh,2015,12/1/15,4331923,1, ,3,Others,0,0,0,0, , ,0,0,0,0.433333333,0.166666667
2017,es,2015,12/1/15,6489035,1,5,3,Others,1,1,1,0,0, ,0,0,0,0.541666667,0.35
2018,en,2015,12/1/15,1816110,1,0,2,US,72,63,24,16,0.148919753, ,9791,9770,9.189218875,0,0.346153846
2018,ar,2015,12/1/15,2981784,0,3,2,US,2,2,2,1,0.538461538, ,47,47,3.850147602,0.3,0.206060606
2018,es,2015,12/1/15,4931348,1,1,2,US,13,12,8,7,0.469230769, ,0,-103,0,0.541666667,0.166666667
2019,en,2015,12/1/15,895441,1,3,3,Others,33,24,21,14,0.1865331, ,193,-63,5.262690189,0.238636364,0.256410256
2019,zh,2015,12/1/15,331932,1,8,3,Others,2,1,2,1,0.561036269, ,0,-26,0,0.414545455,0.391625616
2020,en,2016,1/31/16,48594617,1,0,4,English,55,36,32,20,0.378530762, ,0,-43917,0,0.467672678,0
2020,ar,2016,1/31/16,3043538,1,0,4,English,5,5,2,1,0.208, ,301,301,5.707110265,0.3,0.206060606
2020,zh,2016,1/31/16,5255065,0, ,4,English,0,0,0,0, , ,0,0,0,0.541666667,0.166666667
2020,es,2016,1/31/16,6575924,1,0,4,English,25,14,10,6,0.282327273, ,335,290,5.814130532,0.541666667,0.35
2021,en,2016,1/29/16,496410,1,0,2,Others,116,101,30,18,0.089526358, ,12470,12036,9.431081039,0.607231699,0.560214791
2021,ar,2016,1/29/16,3054790,0,0,2,Others,3,3,3,2,0.955555556, ,0,-69,0,0.3,0.206060606
2021,zh,2016,1/29/16,3183048,1,0,2,Others,5,1,2,1,0.201481481, ,0,7,0,0.3,0.444444444
2021,es,2016,1/29/16,290296,1,0,2,Others,18,6,8,6,0.278256705, ,737,397,6.602587892,0.10598161,0.129888028
2022,en,2016,1/28/16,1921309,1,1,2,US,135,104,64,42,0.271336366, ,2465,1801,7.809947086,0.4,0.346153846
2022,ar,2016,1/28/16,3153222,0, ,2,US,0,0,0,0, , ,0,0,0,0.3,0.444444444
2022,es,2016,1/28/16,7276030,0,3,2,US,19,19,6,5,0.243490305, ,0,-1044,0,0.574034767,0.35
2024,en,2016,1/27/16,46890386,1,0,2,English,70,53,32,25,0.267078832, ,3986,3935,8.290543501,0.467672678,0
2024,ar,2016,1/27/16,3056409,0,4,2,English,10,10,6,5,0.486666667, ,365,365,5.899897354,0.3,0.206060606
2024,zh,2016,1/27/16,5211404,0,1,2,English,15,14,10,9,0.525396825, ,252,156,5.529429088,0.541666667,0.166666667
2024,es,2016,1/27/16,7337346,0, ,2,English,0,0,0,0, , ,0,0,0,0.574034767,0.35
2025,en,2016,1/26/16,19639,1,0,2,US,102,78,60,40,0.400651192, ,4205,29744,8.344029572,0,0
2025,ar,2016,1/26/16,1060103,1,0,2,US,3,3,3,2,0.897897898, ,250,250,5.521460918,0.158730159,0.158730159
2025,zh,2016,1/26/16,241985,1,0,2,US,33,31,6,5,0.101928375, ,1303,1287,7.172424577,0.10598161,0.129888028
2025,es,2016,1/26/16,81814,1,0,2,US,16,13,8,6,0.408143939, ,1529,1509,7.332369206,0.631944444,0.541262136
2026,en,2016,1/25/16,49220356,0,0,5,Chinese,264,193,113,69,0.217234538, ,12929,23578,9.467228129,0.467672678,0
2026,ar,2016,1/25/16,3051724,0,1,5,Chinese,37,34,16,13,0.237708603, ,1234,731,7.118016204,0.3,0.206060606
2026,zh,2016,1/25/16,5519366,0, ,5,Chinese,0,0,0,0, , ,0,0,0,0.541666667,0.166666667
2026,es,2016,1/25/16,7268935,0,1,5,Chinese,26,21,14,9,0.355175273, ,4407,4414,8.390949465,0.574034767,0.35
2027,en,2016,1/23/16,24831215,1,0,5,Others,682,491,231,171,0.077379638, ,23076,129216,10.0465484,0.467672678,0.515384615
2027,ar,2016,1/23/16,3049102,0,0,5,Others,66,57,29,21,0.140603964, ,33305,31922,10.41346281,0.3,0.206060606
2027,zh,2016,1/23/16,5206474,0,0,5,Others,78,74,22,18,0.098936778, ,9702,8223,9.180087329,0.541666667,0.166666667
2027,es,2016,1/23/16,4214212,1,1,5,Others,187,129,77,41,0.129530805, ,11258,10375,9.328834266,0.433333333,0.166666667
2029,en,2016,1/20/16,49168255,0,0,6,Others,1692,1558,255,180,0.035904391, ,65748,66638,11.09358453,0.467672678,0
2029,ar,2016,1/20/16,3047004,0,2,6,Others,28,27,15,14,0.358630952, ,4335,4336,8.374476889,0.3,0.206060606
2029,zh,2016,1/20/16,5204765,0,1,6,Others,24,24,11,10,0.281558642, ,2464,2464,7.809541325,0.541666667,0.166666667
2029,es,2016,1/20/16,7308941,0,1,6,Others,135,125,20,16,0.056629892, ,36684,35103,10.51009597,0.574034767,0.35
2031,en,2016,1/18/16,536880,1,0,2,US,314,274,119,91,0.17779785, ,13528,15187,9.512516891,0.607231699,0.560214791
2031,ar,2016,1/18/16,3045019,0,2,2,US,4,4,3,2,0.635, ,81,81,4.394449155,0.3,0.206060606
2031,zh,2016,1/18/16,5203111,0,1,2,US,25,25,5,4,0.1552, ,2426,2426,7.79399909,0.541666667,0.166666667
2031,es,2016,1/18/16,1466180,1,0,2,US,51,34,18,10,0.229430988, ,2765,1165,7.924795914,0.482544237,0.461900816
2032,en,2016,1/16/16,721807,1,0,6,Others,10,8,9,7,0.25670927, ,514,503,6.242223265,0.238636364,0.256410256
2032,ar,2016,1/16/16,49309,1,14,6,Others,1,1,1,0,0, ,0,0,0,0.631944444,0.541262136
2032,zh,2016,1/16/16,268043,1, ,6,Others,0,0,0,0, , ,0,0,0,0.10598161,0.129888028
2032,es,2016,1/16/16,531093,1, ,6,Others,0,0,0,0,0.507042254, ,0,0,0,0.607231699,0.560214791
2033,en,2016,1/16/16,25699056,1,0,6,Others,20,15,16,11,0.707083333, ,2307,2301,7.743703258,0.467672678,0.515384615
2033,ar,2016,1/16/16,725108,1,28,6,Others,1,1,1,0,0, ,0,0,0,0.238636364,0.256410256
2034,en,2016,1/16/16,49112680,0,0,6,Others,417,388,68,47,0.045771205, ,21450,19861,9.973479924,0.467672678,0
2034,ar,2016,1/16/16,3041615,0,0,6,Others,24,24,8,7,0.187772331, ,23607,23607,10.06929856,0.3,0.206060606
2034,es,2016,1/16/16,7255668,0,0,6,Others,153,151,10,8,0.022229352, ,31086,31092,10.34451284,0.574034767,0.35
2036,en,2016,1/16/16,4087894,1,0,3,Chinese,171,144,83,72,0.302138778, ,9602,35156,9.169726689,0.433333333,0.166666667
2036,ar,2016,1/16/16,3041806,0,0,3,Chinese,87,84,15,12,0.0539713, ,14471,14521,9.579901926,0.3,0.206060606
2036,zh,2016,1/16/16,20502,1,0,3,Chinese,376,208,189,74,0.292810108, ,12521,14572,9.435162514,0,0
2036,es,2016,1/16/16,5036463,1,0,3,Chinese,25,18,13,10,0.372152381, ,855,216,6.751101469,0.541666667,0.166666667
2037,en,2016,1/14/16,3020410,1,0,2,Others,42,34,27,20,0.484126984, ,0,-756,0,0.3,0.206060606
2037,ar,2016,1/14/16,3215288,0, ,2,Others,0,0,0,0, , ,0,0,0,0.3,0.444444444
2038,en,2016,1/14/16,49107593,0,1,1,English,134,101,47,32,0.17650191, ,10473,10589,9.256555796,0.467672678,0
2038,ar,2016,1/14/16,3043056,0,4,1,English,21,21,5,4,0.135182278, ,4332,4332,8.373784608,0.3,0.206060606
2038,zh,2016,1/14/16,5203434,0,5,1,English,13,13,6,5,0.415527443, ,0,-593,0,0.541666667,0.166666667
2038,es,2016,1/14/16,7256313,0,2,1,English,58,57,6,5,0.056609048, ,13031,13032,9.475086413,0.574034767,0.35
2039,en,2016,1/14/16,49099745,0,0,1,English,139,116,51,33,0.170764772, ,21032,20473,9.953800366,0.467672678,0
2039,zh,2016,1/14/16,5201821,0,3,1,English,41,6,10,3,0.138188557, ,2855,20,7.956827122,0.541666667,0.166666667
2040,en,2016,1/14/16,38113549,1,0,1,US,100,75,49,30,0.30202045, ,176,1539,5.170483995,0.467672678,0
2040,zh,2016,1/14/16,5198762,0,0,1,US,26,8,15,5,0.418033889, ,1526,617,7.330405212,0.541666667,0.166666667
2040,es,2016,1/14/16,7235275,1,0,1,US,44,34,13,9,0.143822314, ,3292,3178,8.099250562,0.574034767,0.35
2041,en,2016,1/14/16,39879,1,0,2,English,489,416,202,152,0.20092015, ,4809,1214,8.478244441,0.631944444,0.541262136
2041,ar,2016,1/14/16,203087,1,0,2,English,22,21,10,9,0.293720215, ,3781,3781,8.237743804,0.10598161,0.129888028
2041,zh,2016,1/14/16,762421,1,0,2,English,39,29,19,13,0.322889077, ,762,440,6.635946556,0.238636364,0.256410256
2041,es,2016,1/14/16,228068,1,0,2,English,137,58,81,25,0.394880538, ,1580,-1580,7.365180126,0.10598161,0.129888028
2042,en,2016,1/14/16,49095516,0,0,5,Chinese,359,307,120,83,0.151830964, ,33330,34370,10.41421317,0.467672678,0
2042,ar,2016,1/14/16,3037856,0,0,5,Chinese,35,34,11,10,0.183376623, ,8648,8586,9.065083359,0.3,0.206060606
2042,zh,2016,1/14/16,5198676,0,0,5,Chinese,55,55,8,7,0.058421053, ,13344,13344,9.498822125,0.541666667,0.166666667
2042,es,2016,1/14/16,7253295,0,0,5,Chinese,76,73,11,8,0.051283189, ,31641,31156,10.36220903,0.574034767,0.35
2045,en,2016,1/13/16,39935926,1,0,4,Spanish,34,27,22,16,0.521131982, ,1169,1100,7.063903961,0.467672678,0
2045,ar,2016,1/13/16,3123213,0, ,4,Spanish,0,0,0,0, , ,0,0,0,0.3,0.444444444
2045,zh,2016,1/13/16,5199892,0,2,4,Spanish,15,13,6,5,0.361960784, ,2231,2135,7.710205194,0.541666667,0.166666667
2045,es,2016,1/13/16,5057733,1,0,4,Spanish,87,81,21,15,0.092984542, ,24461,24384,10.10483529,0.541666667,0.166666667
2048,en,2016,1/8/16,1237438,1,1,2,Others,21,17,12,9,0.420634921, ,34,-48,3.526360525,0.461538462,0.461538462
2048,zh,2016,1/8/16,3928890,1,5,2,Others,6,6,2,1,0.168224299, ,169,169,5.129898715,0.433333333,0.166666667
2048,es,2016,1/8/16,756300,1,1,2,Others,14,11,12,10,0.80952381, ,0,-621,0,0.238636364,0.256410256
2050,en,2016,1/7/16,3373624,1,0,2,Others,107,91,41,31,0.198097552, ,1779,1079,7.483806688,0.3,0.266666667
2050,ar,2016,1/7/16,3214424,0, ,2,Others,0,0,0,0, , ,0,0,0,0.3,0.444444444
2050,es,2016,1/7/16,5868934,1,1,2,Others,53,18,18,11,0.187662106, ,1379,-22530,7.229113878,0.541666667,0.166666667
2052,en,2016,1/2/16,48976133,0,0,5,English,405,272,137,79,0.155145557, ,50558,38755,10.83087647,0.467672678,0
2052,ar,2016,1/2/16,3029565,0,4,5,English,7,7,2,1,0.153846154, ,0,-3371,0,0.3,0.206060606
2052,es,2016,1/2/16,7239922,0,3,5,English,13,13,4,3,0.230959164, ,7422,7422,8.912203842,0.574034767,0.35
2056,en,2016,2/28/16,46392016,1,0,2,US,654,461,247,140,0.186628511, ,35225,50030,10.46951134,0.467672678,0
2056,ar,2016,2/28/16,3035379,1,1,2,US,12,11,4,3,0.222821743, ,2867,2826,7.961021466,0.3,0.206060606
2056,zh,2016,2/28/16,5050186,1,0,2,US,139,96,29,19,0.086256198, ,50249,49145,10.82474593,0.541666667,0.166666667
2056,es,2016,2/28/16,7041453,1,0,2,US,250,131,88,41,0.172678116, ,4057,-13171,8.308199063,0.574034767,0.35
2057,en,2016,2/26/16,29706525,1,0,3,English,348,302,88,58,0.096891928, ,38219,122715,10.55108805,0.467672678,0.515384615
2057,zh,2016,2/26/16,5254756,0,7,3,English,5,5,1,0,0, ,465,465,6.142037406,0.541666667,0.166666667
2057,es,2016,2/26/16,7404149,0, ,3,English,0,0,0,0, , ,0,0,0,0.574034767,0.35
2058,en,2016,2/25/16,34509691,1,0,3,English,45,27,22,11,0.314962963, ,5647,5936,8.63887971,0.467672678,0.768776371
2058,zh,2016,2/25/16,5249015,0,3,3,English,6,6,2,1,0.17037037, ,346,346,5.846438775,0.541666667,0.166666667
2059,en,2016,2/24/16,49529365,0,0,5,Others,237,189,102,69,0.235856479, ,9510,-7907,9.160099156,0.467672678,0
2059,ar,2016,2/24/16,3086049,0,0,5,Others,25,22,8,6,0.2233, ,681,655,6.523562306,0.3,0.206060606
2059,zh,2016,2/24/16,5245535,0,0,5,Others,16,14,11,9,0.594866071, ,4741,4748,8.464003363,0.541666667,0.166666667
2059,es,2016,2/24/16,7321131,0,9,5,Others,7,7,4,3,0.490398691, ,333,333,5.80814249,0.574034767,0.35
2062,en,2016,2/21/16,2148196,1,0,4,US,62,47,41,29,0.500520291, ,1129,1195,7.029087564,0.4,0.346153846
2062,es,2016,2/21/16,5390563,1,1,4,US,1,1,1,0,0, ,0,0,0,0.541666667,0.166666667
2063,en,2016,2/21/16,2701680,1,0,2,English,212,189,60,44,0.118048492, ,10445,10118,9.253878674,0.3,0.346153846
2063,ar,2016,2/21/16,3214429,0, ,2,English,0,0,0,0, , ,0,0,0,0.3,0.444444444
2064,en,2016,2/21/16,49434554,0,0,4,English,363,300,100,56,0.098352888, ,48845,47926,10.7964073,0.467672678,0
2064,ar,2016,2/21/16,3083131,0,0,4,English,28,26,11,9,0.233013937, ,1196,1185,7.086737935,0.3,0.206060606
2064,zh,2016,2/21/16,5240207,0,0,4,English,41,24,17,6,0.259964307, ,4549,3709,8.422662708,0.541666667,0.166666667
2064,es,2016,2/21/16,7327060,0,16,4,English,2,2,1,0,0, ,0,-72,0,0.574034767,0.35
2065,en,2016,2/18/16,48781842,1,0,3,English,94,88,30,25,0.157197827, ,10017,10091,9.212038929,0.467672678,0
2065,es,2016,2/18/16,8044458,0, ,3,English,0,0,0,0, , ,0,0,0,0.321428571,0.35
2066,en,2016,2/17/16,49765559,0,25,5,Others,2,1,2,1,0.529411765, ,65,0,4.17438727,0.467672678,0
2066,zh,2016,2/17/16,5277404,0, ,5,Others,0,0,0,0, , ,0,0,0,0.541666667,0.166666667
2067,en,2016,2/14/16,48189274,1,0,2,English,99,81,38,25,0.19468818, ,5895,6788,8.681859813,0.467672678,0
2067,zh,2016,2/14/16,5223555,1,1,2,English,17,15,5,3,0.182814302, ,6328,6356,8.752739509,0.541666667,0.166666667
2067,es,2016,2/14/16,7242302,1,0,2,English,6,5,2,1,0.168350168, ,0,-209,0,0.574034767,0.35
2068,en,2016,2/13/16,166514,1,0,2,US,713,607,276,193,0.181550491, ,14092,15038,9.553362539,0.10598161,0.129888028
2068,ar,2016,2/13/16,1736649,1,0,2,US,8,7,5,4,0.500753012, ,197,42,5.283203729,0,0.346153846
2068,zh,2016,2/13/16,1211517,1,0,2,US,20,15,9,7,0.32625, ,1220,884,7.106606138,0.461538462,0.461538462
2068,es,2016,2/13/16,267142,1,0,2,US,67,63,17,13,0.100545779, ,25162,28472,10.1330902,0.10598161,0.129888028
2069,en,2016,2/12/16,1687680,1,1,3,Spanish,32,32,17,16,0.066058651, ,3439,3439,8.14293601,0.357226792,0.316166761
2069,ar,2016,2/12/16,1596701,1,28,3,Spanish,1,1,1,0,0.035420777, ,0,0,0,0.482544237,0.461900816
2069,zh,2016,2/12/16,3378092,1,1,3,Spanish,2,1,2,1,0.061699722, ,0,0,0,0.3,0.266666667
2069,es,2016,2/12/16,5688790,1,0,3,Spanish,17,17,9,8,0.05057541, ,181858,181858,12.11098144,0.541666667,0.166666667
2070,en,2016,2/12/16,9365809,1,0,2,Others,33,24,26,18,0.674386967, ,1673,12912,7.422373701,0.296875,0.35
2070,ar,2016,2/12/16,548871,1,24,2,Others,1,1,1,0,0, ,0,0,0,0.607231699,0.560214791
2070,zh,2016,2/12/16,969140,1,3,2,Others,12,12,5,4,0.308333333, ,3828,3828,8.250097753,0.614864865,0.652631579
2070,es,2016,2/12/16,2119120,1,0,2,Others,5,3,5,3,1.046060606, ,679,725,6.520621128,0.4,0.346153846
2072,en,2016,2/11/16,8111079,1,0,6,Others,513,440,165,103,0.064822438, ,4177,3335,8.337348564,0,0.35
2072,ar,2016,2/11/16,12844,1,0,6,Others,81,65,28,16,0.075853528, ,9649,191,9.174609562,0,0
2072,zh,2016,2/11/16,213818,1,0,6,Others,60,58,15,13,0.061222222, ,2744,3525,7.917171989,0.10598161,0.129888028
2072,es,2016,2/11/16,241228,1,0,6,Others,75,57,32,19,0.124101884, ,7960,6421,8.982184279,0.10598161,0.129888028
2074,en,2016,2/11/16,8111079,1,0,6,Others,513,440,165,103,0.064822438, ,4177,3335,8.337348564,0,0.35
