postid,lang,EventYear,postdate,articleid,Existing,TimeToFirstEdit,Topic,EventLocation,Edits30ByAll,Edits30ByRegistered,UniqueEditors30,UniqueRegEditors30,GiniEditCount,GiniEditSize,EditsSize30,EditsSizeReg,EditsSize30log,Gini_noIP,Gini
2074,ar,2016,2/11/16,12844,1,0,6,Others,81,65,28,16,0.075853528, ,9649,191,9.174609562,0,0
2074,zh,2016,2/11/16,213818,1,0,6,Others,60,58,15,13,0.061222222, ,2744,3525,7.917171989,0.10598161,0.129888028
2074,es,2016,2/11/16,241228,1,0,6,Others,75,57,32,19,0.124101884, ,7960,6421,8.982184279,0.10598161,0.129888028
2075,en,2016,2/9/16,49371774,0,0,5,Others,472,414,137,90,0.099780184, ,30279,32390,10.31820968,0.467672678,0
2075,ar,2016,2/9/16,3066842,0,0,5,Others,41,38,8,6,0.091905994, ,6097,6262,8.715552126,0.3,0.206060606
2075,zh,2016,2/9/16,5228192,0,0,5,Others,83,82,8,7,0.036753129, ,16092,16084,9.686077533,0.541666667,0.166666667
2075,es,2016,2/9/16,7287328,0,0,5,Others,26,26,8,7,0.15392764, ,9881,9881,9.198369,0.574034767,0.35
2076,en,2016,2/9/16,8986159,1,0,3,Others,72,47,53,32,0.580569911, ,1387,1348,7.23489842,0.296875,0.35
2076,ar,2016,2/9/16,3066376,0,0,3,Others,7,7,5,4,0.659863946, ,428,428,6.059123196,0.3,0.206060606
2076,zh,2016,2/9/16,4740540,1,0,3,Others,6,6,2,1,0.177777778, ,48,48,3.871201011,0.541666667,0.166666667
2076,es,2016,2/9/16,6181082,1,0,3,Others,15,11,11,9,0.632037037, ,159,100,5.068904202,0.541666667,0.35
2077,en,2016,2/8/16,2821559,1,0,2,Others,43,38,18,13,0.235093294, ,2128,2129,7.66293785,0.3,0.346153846
2077,ar,2016,2/8/16,3214249,0, ,2,Others,0,0,0,0, , ,0,0,0,0.3,0.444444444
2077,es,2016,2/8/16,7287706,0,1,2,Others,16,12,9,7,0.407021605, ,450,406,6.109247583,0.574034767,0.35
2078,en,2016,2/8/16,352817,1,0,2,English,81,70,15,9,0.075750648, ,13369,13371,9.500693873,0.414545455,0.391625616
2078,ar,2016,2/8/16,3069870,0,4,2,English,6,6,3,2,0.446859903, ,0,-7390,0,0.3,0.206060606
2079,en,2016,2/8/16,8367807,1,0,6,Spanish,22,19,16,13,0.605578512, ,856,844,6.752270376,0,0.35
2079,ar,2016,2/8/16,3214425,0, ,6,Spanish,0,0,0,0, , ,0,0,0,0.3,0.444444444
2079,es,2016,2/8/16,911714,1,0,6,Spanish,69,57,22,12,0.150207176, ,3075,3220,8.03106018,0.238636364,0.256410256
2080,en,2016,2/8/16,42968661,1,0,4,US,551,493,181,145,0.143966406, ,33692,32244,10.4250157,0.467672678,0
2080,ar,2016,2/8/16,3440844,0, ,4,US,0,0,0,0, , ,0,0,0,0.433333333,0.266666667
2080,zh,2016,2/8/16,5228045,0,1,4,US,20,20,5,4,0.151515152, ,5793,5793,8.664405571,0.541666667,0.166666667
2080,es,2016,2/8/16,7055000,1,0,4,US,33,27,15,11,0.271863996, ,299,143,5.700443573,0.574034767,0.35
2082,en,2016,2/4/16,1651229,1,1,2,US,235,158,112,58,0.272545013, ,3748,15915,8.228977643,0.357226792,0.316166761
2082,ar,2016,2/4/16,3214179,0, ,2,US,0,0,0,0, , ,0,0,0,0.3,0.444444444
2082,es,2016,2/4/16,8026093,0, ,2,US,0,0,0,0, , ,0,0,0,0.574034767,0.35
2083,en,2016,2/4/16,1578736,1,0,2,US,181,148,65,43,0.169968357, ,7002,8592,8.853951102,0.482544237,0.461900816
2083,ar,2016,2/4/16,3061379,0,1,2,US,3,3,3,2,0.899305556, ,2,2,0.693147181,0.3,0.206060606
2083,es,2016,2/4/16,7282087,0,1,2,US,32,32,5,4,0.091145833, ,2328,2328,7.752764809,0.574034767,0.35
2084,en,2016,2/2/16,49304105,0,0,5,Arabic,405,354,119,82,0.106359693, ,20400,25073,9.92329018,0.467672678,0
2084,ar,2016,2/2/16,3061334,0,3,5,Arabic,6,5,5,4,0.782679739, ,567,160,6.340359304,0.3,0.206060606
2084,zh,2016,2/2/16,5231059,0,11,5,Arabic,34,34,5,4,0.095155709, ,8257,8257,9.018816604,0.541666667,0.166666667
2084,es,2016,2/2/16,7288220,0,8,5,Arabic,17,17,2,1,0.058968773, ,14910,14910,9.609787408,0.574034767,0.35
2086,en,2016,2/1/16,24831215,1,0,5,Others,356,294,100,87,0.077379638, ,16277,14959,9.697508347,0.467672678,0.515384615
2086,ar,2016,2/1/16,3049102,1,0,5,Others,45,37,18,10,0.140603964, ,29784,28923,10.30172662,0.3,0.206060606
2086,zh,2016,2/1/16,5206474,1,2,5,Others,26,24,11,9,0.098936778, ,3654,2196,8.203577737,0.541666667,0.166666667
2086,es,2016,2/1/16,4214212,1,0,5,Others,104,61,49,26,0.129530805, ,1031,1069,6.938284484,0.433333333,0.166666667
2088,en,2016,3/31/16,407372,1,0,2,English,329,212,113,61,0.147688337, ,6995,20694,8.852950887,0.607231699,0.560214791
2088,ar,2016,3/31/16,3214222,0, ,2,English,0,0,0,0, , ,0,0,0,0.3,0.444444444
2089,en,2016,3/31/16,105311,1,0,2,Others,110,107,35,32,0.149926538, ,9523,9496,9.161465204,0.631944444,0.541262136
2089,ar,2016,3/31/16,181681,1,0,2,Others,18,18,6,5,0.223985891, ,1373,1373,7.224753406,0.10598161,0.129888028
2089,zh,2016,3/31/16,411135,1,0,2,Others,7,7,4,3,0.490362812, ,1956,1956,7.578656851,0.607231699,0.560214791
2089,es,2016,3/31/16,5617,1,0,2,Others,15,11,13,9,0.809494949, ,1283,1279,7.156956365,0,0
2090,en,2016,3/29/16,575345,1,0,2,US,252,178,113,62,0.233213656, ,4205,1295,8.344029572,0.607231699,0.560214791
2090,ar,2016,3/29/16,3121379,0,0,2,US,9,9,5,4,0.45, ,173,173,5.153291594,0.3,0.444444444
2090,zh,2016,3/29/16,4332369,1,0,2,US,5,5,2,1,0.202777778, ,1186,1186,7.07834158,0.433333333,0.166666667
2090,es,2016,3/29/16,4080148,1,0,2,US,20,14,10,8,0.37, ,1639,1612,7.401841579,0.433333333,0.166666667
2091,en,2016,3/29/16,49982289,0,0,5,Arabic,402,306,142,92,0.164662075, ,12382,14760,9.423999084,0.467672678,0
2091,ar,2016,3/29/16,3120406,0,0,5,Arabic,72,68,24,20,0.154596561, ,6132,6024,8.72127624,0.3,0.444444444
2091,zh,2016,3/29/16,5284005,0,0,5,Arabic,21,21,4,3,0.157823129, ,1049,1049,6.955592608,0.541666667,0.166666667
2091,es,2016,3/29/16,7356400,0,1,5,Arabic,35,33,14,12,0.218846583, ,86,78,4.454347296,0.574034767,0.35
2092,en,2016,3/27/16,49965938,0,0,5,English,450,369,152,105,0.152758934, ,17241,20721,9.755045547,0.467672678,0
2092,ar,2016,3/27/16,3118213,0,0,5,English,40,37,14,11,0.190833333, ,21296,21289,9.966274541,0.3,0.206060606
2092,zh,2016,3/27/16,5283313,0,1,5,English,9,9,2,1,0.122807018, ,3560,3560,8.177515824,0.541666667,0.166666667
2092,es,2016,3/27/16,7353495,0,0,5,English,19,19,4,3,0.169092028, ,2343,2343,7.759187439,0.574034767,0.35
2094,en,2016,3/27/16,49778805,1,0,6,Arabic,124,95,57,45,0.268764719, ,7109,6930,8.869116866,0.467672678,0
2094,ar,2016,3/27/16,3118521,0,0,6,Arabic,19,19,4,3,0.175378048, ,14154,14154,9.557752549,0.3,0.206060606
2094,zh,2016,3/27/16,5412059,0, ,6,Arabic,0,0,0,0, , ,0,0,0,0.541666667,0.166666667
2094,es,2016,3/27/16,7350008,0,0,6,Arabic,61,56,14,10,0.090968002, ,9615,9529,9.171079658,0.574034767,0.35
2095,en,2016,3/27/16,46709309,1,0,6,Arabic,45,33,26,15,0.033369371, ,870,863,6.768493212,0.467672678,0
2095,ar,2016,3/27/16,11427,1,1,6,Arabic,6,5,6,5,0.346335255, ,299,299,5.700443573,0,0
2095,zh,2016,3/27/16,288900,1,1,6,Arabic,5,4,3,2,0.17232464, ,29,44,3.36729583,0.10598161,0.129888028
2095,es,2016,3/27/16,137679,1,0,6,Arabic,24,17,12,8,0.199141709, ,2316,2292,7.747596839,0.14,0.201515152
2096,en,2016,3/24/16,635632,1,0,2,US,391,231,124,74,0.132684081, ,7971,-260,8.983565234,0.607231699,0.560214791
2096,ar,2016,3/24/16,3115625,0,0,2,US,8,8,6,5,0.66087963, ,236,236,5.463831805,0.3,0.206060606
2096,zh,2016,3/24/16,5688378,0, ,2,US,0,0,0,0, , ,0,0,0,0.541666667,0.166666667
2096,es,2016,3/24/16,4968244,1,0,2,US,27,16,16,9,0.450274348, ,2367,529,7.76937861,0.541666667,0.166666667
2098,en,2016,3/24/16,18603629,1,0,4,Others,108,89,54,40,0.29345724, ,3768,2671,8.234299636,0.296875,0.515384615
2098,ar,2016,3/24/16,378464,1,0,4,Others,12,10,9,7,0.644444444, ,881,877,6.781057626,0.607231699,0.560214791
2098,zh,2016,3/24/16,806602,1,0,4,Others,22,20,9,7,0.231825834, ,12549,12549,9.43739626,0.238636364,0.256410256
2098,es,2016,3/24/16,698213,1,0,4,Others,15,7,9,4,0.527474747, ,837,705,6.72982407,0.607231699,0.560214791
2099,en,2016,3/23/16,2208229,1,0,2,US,122,95,55,35,0.245057012, ,31026,30713,10.34258084,0.4,0.346153846
2099,ar,2016,3/23/16,3115640,0,1,2,US,7,7,4,3,0.505668934, ,160,160,5.075173815,0.3,0.206060606
2099,es,2016,3/23/16,6582210,1,0,2,US,9,6,6,3,0.568242066, ,360,303,5.886104031,0.541666667,0.35
2101,en,2016,3/22/16,1560095,1,0,2,English,326,250,135,92,0.213018461, ,0,-75272,0,0.482544237,0.461900816
2101,ar,2016,3/22/16,3953712,0, ,2,English,0,0,0,0, , ,0,0,0,0.433333333,0.166666667
2101,zh,2016,3/22/16,3183415,1,0,2,English,8,7,5,4,0.536684783, ,6367,6367,8.75888368,0.3,0.444444444
2101,es,2016,3/22/16,6085602,1,0,2,English,23,17,12,9,0.403591682, ,757,688,6.629363253,0.541666667,0.35
2103,en,2016,3/21/16,4091453,1,1,2,Others,12,9,8,6,0.570216049, ,997,849,6.90475077,0.433333333,0.166666667
2103,ar,2016,3/21/16,4470468,0, ,2,Others,0,0,0,0, , ,0,0,0,0.511904762,0.166666667
2103,zh,2016,3/21/16,425435,1,0,2,Others,2,2,2,1,0.625, ,23,23,3.135494216,0.607231699,0.560214791
2103,es,2016,3/21/16,533618,1,0,2,Others,4,1,3,1,0.645833333, ,578,0,6.359573869,0.607231699,0.560214791
2104,en,2016,3/21/16,179158,1,1,2,Others,108,99,37,29,0.153206447, ,8681,9951,9.068892008,0.10598161,0.129888028
2104,ar,2016,3/21/16,281473,1,1,2,Others,4,4,4,3,1.004545455, ,102,102,4.624972813,0.10598161,0.129888028
2104,zh,2016,3/21/16,640265,1,1,2,Others,55,55,8,7,0.067823691, ,3470,3470,8.151909873,0.607231699,0.560214791
2104,es,2016,3/21/16,1871852,1,1,2,Others,6,5,4,3,0.722222222, ,59,-11,4.077537444,0.4,0.346153846
2105,en,2016,3/20/16,48606312,1,1,3,Others,19,17,7,6,0.267807677, ,2186,2186,7.689828669,0.467672678,0
2105,zh,2016,3/20/16,5277072,0,2,3,Others,1,1,1,0,0, ,0,0,0,0.541666667,0.166666667
2105,es,2016,3/20/16,7903797,0, ,3,Others,0,0,0,0, , ,0,0,0,0.574034767,0.35
2107,en,2016,3/19/16,46195842,1,0,4,English,114,48,39,21,0.166770771, ,10788,1129,9.286189684,0.467672678,0
2107,es,2016,3/19/16,7035972,1,0,4,English,28,24,6,3,0.132966344, ,2600,2579,7.863266724,0.574034767,0.35
2108,en,2016,3/19/16,49852149,0,0,5,Others,275,235,83,54,0.127720527, ,15212,12718,9.629839869,0.467672678,0
2108,ar,2016,3/19/16,3109942,0,0,5,Others,34,33,12,11,0.194836306, ,6195,6262,8.731497794,0.3,0.206060606
2108,zh,2016,3/19/16,5365898,0, ,5,Others,0,0,0,0, , ,0,0,0,0.541666667,0.166666667
2108,es,2016,3/19/16,7342702,0,1,5,Others,13,9,3,2,0.189628833, ,3495,3599,8.159088655,0.574034767,0.35
2109,en,2016,3/19/16,49764741,0,0,5,Others,93,78,42,31,0.072746807, ,4089,4301,8.31605572,0.467672678,0
2109,ar,2016,3/19/16,3104999,0,16,5,Others,1,1,1,0,0.114627465, ,0,0,0,0.3,0.206060606
2109,es,2016,3/19/16,7334955,0,3,5,Others,6,5,3,2,0.062663399, ,680,701,6.522092798,0.574034767,0.35
2110,en,2016,3/19/16,49846549,0,0,5,Others,1399,1196,178,101,0.025461773, ,37538,39005,10.53310903,0.467672678,0
2110,ar,2016,3/19/16,3109804,0,0,5,Others,75,66,27,19,0.183301587, ,13480,10119,9.508962384,0.3,0.206060606
2110,zh,2016,3/19/16,5271820,0,0,5,Others,70,59,25,20,0.222699606, ,15798,15943,9.667638629,0.541666667,0.166666667
2110,es,2016,3/19/16,7342131,0,0,5,Others,57,45,21,14,0.207460986, ,3731,3252,8.224431573,0.574034767,0.35
2111,en,2016,3/18/16,48561825,1,0,5,Others,471,400,125,72,0.08851762, ,21910,83703,9.994698433,0.467672678,0
2111,ar,2016,3/18/16,3109426,0,0,5,Others,26,26,10,9,0.2801308, ,10276,10276,9.237566358,0.3,0.206060606
2111,es,2016,3/18/16,7342327,0,1,5,Others,19,18,6,5,0.21063806, ,2056,1556,7.628517627,0.574034767,0.35
2112,en,2016,3/18/16,72673,1,0,2,Others,166,141,52,36,0.149295979, ,3750,2356,8.229511119,0.631944444,0.541262136
2112,ar,2016,3/18/16,1238529,1,0,2,Others,4,4,4,3,1.0625, ,48,48,3.871201011,0.461538462,0.461538462
2112,zh,2016,3/18/16,633916,1,0,2,Others,5,5,1,0,0, ,1143,1143,7.041411664,0.607231699,0.560214791
2112,es,2016,3/18/16,1054725,1,0,2,Others,19,15,14,11,0.644736842, ,859,801,6.755768922,0.158730159,0.158730159
2113,en,2016,3/17/16,2266113,1,0,2,Arabic,39,32,20,15,0.330703485, ,2256,2067,7.721348613,0.4,0.346153846
2113,ar,2016,3/17/16,1914105,1,0,2,Arabic,5,4,5,4,1.045128205, ,0,-763,0,0.4,0.346153846
2113,zh,2016,3/17/16,1186069,1,1,2,Arabic,4,4,2,1,0.3, ,0,-3,0,0.461538462,0.461538462
2113,es,2016,3/17/16,3287460,1,1,2,Arabic,3,3,2,1,0.335353535, ,202,202,5.308267697,0.3,0.444444444
2115,en,2016,3/17/16,462609,1,0,2,English,165,124,70,44,0.212624144, ,0,1425,0,0.607231699,0.560214791
2115,ar,2016,3/17/16,3109162,0,1,2,English,13,13,7,6,0.400147929, ,1499,1499,7.312553498,0.3,0.206060606
2116,en,2016,3/15/16,159285,1,0,4,Others,53,39,21,12,0.124051968, ,979,361,6.886531643,0.10598161,0.129888028
2116,ar,2016,3/15/16,1308182,1,2,4,Others,5,5,4,3,0.502136752, ,0,-226,0,0.461538462,0.461538462
2116,zh,2016,3/15/16,69215,1,2,4,Others,2,2,1,0,0, ,8,8,2.079441542,0.631944444,0.541262136
2116,es,2016,3/15/16,56330,1,0,4,Others,5,5,2,1,0.180478639, ,32,32,3.465735903,0.631944444,0.541262136
2117,en,2016,3/14/16,75233,1,0,2,US,78,49,49,31,0.452184568, ,2364,1245,7.768110379,0.631944444,0.541262136
2117,ar,2016,3/14/16,1031302,1,0,2,US,3,3,3,2,0.897897898, ,38,38,3.63758616,0.614864865,0.652631579
2117,zh,2016,3/14/16,507313,1,0,2,US,8,8,5,4,0.572916667, ,362,362,5.891644212,0.607231699,0.560214791
2117,es,2016,3/14/16,494230,1,0,2,US,11,8,7,6,0.556818182, ,86,33,4.454347296,0.607231699,0.560214791
2118,en,2016,3/13/16,49764741,0,0,5,Others,366,308,137,93,0.072746807, ,32510,63550,10.38930301,0.467672678,0
2118,ar,2016,3/13/16,3104999,0,0,5,Others,36,35,10,9,0.114627465, ,6976,6654,8.850230966,0.3,0.206060606
2118,es,2016,3/13/16,7334955,0,0,5,Others,34,33,8,7,0.062663399, ,12368,12389,9.422867771,0.574034767,0.35
2119,en,2016,3/13/16,49763887,0,0,5,Others,128,115,42,33,0.146462465, ,11044,10348,9.309642573,0.467672678,0
2119,ar,2016,3/13/16,3105071,0,1,5,Others,12,12,4,3,0.230555556, ,460,460,6.131226489,0.3,0.206060606
2119,zh,2016,3/13/16,5271775,0,5,5,Others,10,10,2,1,0.105555556, ,3560,3560,8.177515824,0.541666667,0.166666667
2119,es,2016,3/13/16,7334994,0,0,5,Others,18,17,6,5,0.210310571, ,4136,4138,8.327484416,0.574034767,0.35
2120,en,2016,3/12/16,1135560,1,0,2,US,78,73,25,21,0.155736358, ,3037,2813,8.018625465,0.461538462,0.461538462
2120,ar,2016,3/12/16,1854644,1,1,2,US,4,4,4,3,1.05, ,142,142,4.955827058,0,0.346153846
2120,zh,2016,3/12/16,3096642,1,1,2,US,5,5,4,3,0.734285714, ,132,132,4.882801923,0.3,0.206060606
2120,es,2016,3/12/16,5443623,1,1,2,US,14,10,8,6,0.453443878, ,821,1728,6.710523109,0.541666667,0.166666667
2121,en,2016,3/11/16,1138903,1,0,2,Others,72,65,29,23,0.202932099, ,3526,3514,8.167919363,0.461538462,0.461538462
2121,ar,2016,3/11/16,3102600,0,0,2,Others,6,6,3,2,0.416905103, ,140,140,4.941642423,0.3,0.206060606
2121,es,2016,3/11/16,540214,1,0,2,Others,16,14,9,7,0.446180556, ,639,478,6.459904454,0.607231699,0.560214791
2122,en,2016,3/11/16,55915,1,0,2,English,699,626,104,58,0.030935503, ,79952,80640,11.28918173,0.631944444,0.541262136
2122,ar,2016,3/11/16,3102962,0,1,2,English,6,6,4,3,0.604575163, ,283,283,5.645446898,0.3,0.206060606
2122,zh,2016,3/11/16,5276744,0,10,2,English,17,17,2,1,0.059383754, ,1752,1752,7.468513271,0.541666667,0.166666667
2122,es,2016,3/11/16,240644,1,0,2,English,17,7,11,5,0.521914648, ,12,-608,2.48490665,0.10598161,0.129888028
2123,en,2016,3/10/16,1231093,1,0,2,Others,105,92,38,28,0.195244011, ,4803,4353,8.476996002,0.461538462,0.461538462
2123,ar,2016,3/10/16,3214446,0, ,2,Others,0,0,0,0, , ,0,0,0,0.3,0.444444444
2123,zh,2016,3/10/16,5305626,0, ,2,Others,0,0,0,0, , ,0,0,0,0.541666667,0.166666667
2123,es,2016,3/10/16,6579834,1,0,2,Others,23,20,7,5,0.185526938, ,2585,2508,7.857480787,0.541666667,0.35
2124,en,2016,3/9/16,49693402,0,0,6,Others,493,404,147,97,0.121956066, ,63119,129876,11.05277711,0.467672678,0
2124,zh,2016,3/9/16,5260414,0,0,6,Others,160,137,52,37,0.146076389, ,31694,23521,10.36388267,0.541666667,0.166666667
2124,es,2016,3/9/16,7333715,0,3,6,Others,45,45,4,3,0.053378409, ,24393,24393,10.10205148,0.574034767,0.35
2125,en,2016,3/9/16,22354952,1,0,1,Others,120,82,60,36,0.303071249, ,4324,6900,8.371936179,0.467672678,0.515384615
2125,ar,2016,3/9/16,2538592,1,1,1,Others,10,10,6,5,0.504545455, ,3284,3284,8.096817471,0.3,0.346153846
2125,zh,2016,3/9/16,2817094,1,0,1,Others,22,10,8,3,0.235915978, ,1992,1554,7.596894438,0.3,0.346153846
2127,en,2016,3/6/16,21181,1,0,2,US,531,356,255,139,0.268999029, ,6187,8965,8.730205596,0,0
2127,ar,2016,3/6/16,1425124,1,0,2,US,13,13,8,7,0.508030431, ,985,985,6.892641641,0.482544237,0.461900816
2127,zh,2016,3/6/16,540470,1,0,2,US,17,14,12,9,0.575570934, ,934,799,6.839476438,0.607231699,0.560214791
2127,es,2016,3/6/16,1272068,1,0,2,US,50,29,34,17,0.520738462, ,2272,1571,7.72841578,0.461538462,0.461538462
2128,en,2016,3/6/16,45575971,1,0,3,Others,99,82,35,24,0.189240894, ,0,-7949,0,0.467672678,0
2128,zh,2016,3/6/16,5242703,1,0,3,Others,7,7,6,5,0.844897959, ,281,281,5.638354669,0.541666667,0.166666667
2128,es,2016,3/6/16,7351247,0,20,3,Others,5,3,3,2,0.522020202, ,2188,85,7.690743164,0.574034767,0.35
2129,en,2016,3/5/16,154959,1,1,2,English,56,54,21,19,0.216337622, ,9078,9073,9.113609183,0.10598161,0.129888028
2129,ar,2016,3/5/16,3097482,0,1,2,English,6,6,5,4,0.787037037, ,242,242,5.488937726,0.3,0.206060606
2129,zh,2016,3/5/16,26329,1,1,2,English,4,3,4,3,1.004464286, ,104,104,4.644390899,0,0
2129,es,2016,3/5/16,411796,1,1,2,English,23,18,15,12,0.517643352, ,484,390,6.182084907,0.607231699,0.560214791
2130,en,2016,3/5/16,904338,1,0,2,US,88,70,52,34,0.383786998, ,7218,5947,8.884333185,0.238636364,0.256410256
2130,ar,2016,3/5/16,37909,1,1,2,US,18,18,11,10,0.477292769, ,0,-1789,0,0,0
2130,zh,2016,3/5/16,5257848,0,2,2,US,43,43,11,10,0.157382369, ,9642,9642,9.173883835,0.541666667,0.166666667
2130,es,2016,3/5/16,290139,1,1,2,US,28,23,16,11,0.416222171, ,3419,3354,8.13710339,0.10598161,0.129888028
2131,en,2016,3/5/16,48792763,1,0,3,English,56,48,26,20,0.280293367, ,6925,28775,8.842893331,0.467672678,0
2131,zh,2016,3/5/16,5261509,0,6,3,English,1,1,1,0,0, ,0,0,0,0.541666667,0.166666667
2132,en,2016,3/4/16,46502011,1,0,5,Spanish,188,168,64,46,0.143560435, ,23421,23294,10.06138833,0.467672678,0
2132,ar,2016,3/4/16,3097586,0,2,5,Spanish,8,8,5,4,0.532130282, ,934,934,6.839476438,0.3,0.206060606
2132,es,2016,3/4/16,7320240,0,0,5,Spanish,142,116,40,25,0.112316768, ,30140,13860,10.31360847,0.574034767,0.35
2133,en,2016,3/4/16,49634369,0,0,1,US,118,91,48,34,0.214951996, ,8847,8355,9.087833697,0.467672678,0
2133,ar,2016,3/4/16,3168440,0, ,1,US,0,0,0,0, , ,0,0,0,0.3,0.444444444
2133,zh,2016,3/4/16,5255071,0,1,1,US,4,4,2,1,0.3125, ,1151,1151,7.048386409,0.541666667,0.166666667
2133,es,2016,3/4/16,7327360,0,4,1,US,4,4,3,2,0.627118644, ,209,209,5.342334252,0.574034767,0.35
2134,en,2016,3/3/16,553836,1,0,2,English,119,97,41,26,0.15497401, ,21509,20833,9.976226731,0.607231699,0.560214791
2134,ar,2016,3/3/16,3214228,0, ,2,English,0,0,0,0, , ,0,0,0,0.3,0.444444444
2135,en,2016,3/1/16,427776,1,0,4,US,46,32,33,22,0.585876317, ,1438,1387,7.271008538,0.607231699,0.560214791
2135,ar,2016,3/1/16,2952632,1,0,4,US,6,6,5,4,0.833333333, ,1412,1412,7.252762418,0.3,0.206060606
2135,zh,2016,3/1/16,4049447,1,1,4,US,3,3,3,2,0.892325315, ,858,858,6.754604099,0.433333333,0.166666667
2135,es,2016,3/1/16,1517241,1,2,4,US,7,4,2,1,0.166666667, ,674,488,6.513230111,0.482544237,0.461900816
2137,en,2016,4/30/16,14467,1,1,2,English,97,62,33,23,0.170528218, ,8568,3305,9.055789612,0,0
2137,ar,2016,4/30/16,190541,1,2,2,English,2,2,2,1,0.53125, ,31,31,3.433987204,0.10598161,0.129888028
2137,zh,2016,4/30/16,1118909,1,2,2,English,12,12,4,3,0.278125, ,715,715,6.572282543,0.461538462,0.461538462
2137,es,2016,4/30/16,983577,1,2,2,English,16,7,8,4,0.450520833, ,346,248,5.846438775,0.614864865,0.652631579
2138,en,2016,4/30/16,598596,1,0,2,US,240,228,47,36,0.052349537, ,15108,14445,9.622979684,0.607231699,0.560214791
2138,ar,2016,4/30/16,3214410,0, ,2,US,0,0,0,0, , ,0,0,0,0.3,0.444444444
2138,es,2016,4/30/16,4685229,1,0,2,US,18,6,9,6,0.382716049, ,403,186,5.998936562,0.541666667,0.166666667
2141,en,2016,4/29/16,48793045,1,0,3,Others,24,18,13,12,0.384395425, ,2129,1980,7.663407665,0.467672678,0
2141,es,2016,4/29/16,7392999,0,0,3,Others,59,59,1,0,0, ,21367,21367,9.969602955,0.574034767,0.35
2143,en,2016,4/26/16,1045211,1,1,2,Chinese,58,51,30,23,0.322770511, ,1237,18822,7.120444372,0.158730159,0.158730159
2143,ar,2016,4/26/16,3213292,0, ,2,Chinese,0,0,0,0, , ,0,0,0,0.3,0.444444444
2143,zh,2016,4/26/16,228413,1,1,2,Chinese,17,13,9,6,0.409318697, ,1320,949,7.185387016,0.10598161,0.129888028
2143,es,2016,4/26/16,1761222,1,1,2,Chinese,10,5,6,5,0.465882353, ,212,133,5.356586275,0,0.346153846
2144,en,2016,4/26/16,18680933,1,0,1,English,193,136,114,78,0.397116285, ,4517,5629,8.415603336,0.296875,0.515384615
2144,ar,2016,4/26/16,3152073,0,3,1,English,17,17,11,10,0.553938003, ,2631,2631,7.875119281,0.3,0.444444444
2144,zh,2016,4/26/16,6282036,0, ,1,English,0,0,0,0, , ,0,0,0,0.541666667,0.35
2145,en,2016,4/26/16,59687,1,0,5,English,375,295,145,86,0.053172822, ,38711,35173,10.56387908,0.631944444,0.541262136
2145,ar,2016,4/26/16,942568,1, ,5,English,0,0,0,0,0.515625, ,0,0,0,0.614864865,0.652631579
2145,zh,2016,4/26/16,575767,1,1,5,English,3,2,3,2,0.296472453, ,4,4,1.386294361,0.607231699,0.560214791
2145,es,2016,4/26/16,303904,1, ,5,English,0,0,0,0,0.655651341, ,0,0,0,0.10598161,0.129888028
2146,en,2016,4/24/16,14336886,1,0,2,English,48,36,31,23,0.493055556, ,0,1757,0,0.296875,0.515384615
2146,ar,2016,4/24/16,3214216,0, ,2,English,0,0,0,0, , ,0,0,0,0.3,0.444444444
2146,es,2016,4/24/16,5187283,1,0,2,English,6,6,4,3,0.614583333, ,0,-26,0,0.541666667,0.166666667
2148,en,2016,4/23/16,7147085,1,0,2,Chinese,31,20,19,12,0.433204995, ,754,215,6.625392368,0.574034767,0.35
2148,ar,2016,4/23/16,1170465,1,0,2,Chinese,4,4,2,1,0.263157895, ,22,22,3.091042453,0.461538462,0.461538462
2148,zh,2016,4/23/16,3228746,1,0,2,Chinese,9,6,7,5,0.719633612, ,108,38,4.682131227,0.3,0.444444444
2148,es,2016,4/23/16,1797636,1,0,2,Chinese,19,5,7,5,0.216374269, ,499,181,6.212606096,0,0.346153846
2149,en,2016,4/22/16,50283685,0,1,1,Others,100,80,53,36,0.317049751, ,13981,13975,9.545454544,0.467672678,0
2149,es,2016,4/22/16,7882005,0, ,1,Others,0,0,0,0, , ,0,0,0,0.574034767,0.35
2151,en,2016,4/21/16,57317,1,0,2,US,1481,1481,340,339,0.072392563, ,33888,33888,10.43081625,0.631944444,0.541262136
2151,ar,2016,4/21/16,2581670,1,0,2,US,12,9,7,5,0.514093639, ,1703,1691,7.440146681,0.3,0.346153846
2151,zh,2016,4/21/16,302139,1,0,2,US,40,31,23,18,0.439583333, ,3347,2728,8.115819701,0.10598161,0.129888028
2151,es,2016,4/21/16,49789,1,0,2,US,201,138,89,42,0.234453002, ,17732,16833,9.783126196,0.631944444,0.541262136
2152,en,2016,4/21/16,690102,1,0,2,US,407,301,151,92,0.179209903, ,6985,13148,8.851520272,0.607231699,0.560214791
2152,ar,2016,4/21/16,760816,1,0,2,US,17,16,9,8,0.381162503, ,2147,2153,7.671826798,0.238636364,0.256410256
2152,zh,2016,4/21/16,5305891,0,2,2,US,9,4,4,3,0.345997382, ,1426,112,7.262628601,0.541666667,0.166666667
2152,es,2016,4/21/16,866728,1,0,2,US,109,69,37,12,0.162790263, ,3673,3113,8.208764046,0.238636364,0.256410256
